claim_id,account_id,claim_date,promo_type,claim_amount,payout_upi_id,split
CLM0010290,ACC008629,2026-09-03 11:20:08,referral_bonus,9.43,ayushman67884@ybl,train
CLM0010291,ACC008629,2026-08-22 04:28:37,cashback_offer,40.95,ayushman67884@ybl,train
CLM0010292,ACC008629,2026-09-06 22:34:45,cashback_offer,1.35,ayushman67884@ybl,train
CLM0010293,ACC008630,2026-05-01 11:04:48,reload_offer,32.2,patrickrana556@ybl,train
CLM0010294,ACC008632,2026-03-23 10:53:46,signup_bonus,17.5,bhavika75842@ybl,train
CLM0010295,ACC008635,2026-08-18 01:34:38,signup_bonus,13.65,pandyayashawini781@oksbi,train
CLM0010296,ACC008636,2026-09-20 14:07:20,signup_bonus,20.63,msharaf930@oksbi,train
CLM0010297,ACC008637,2026-02-04 05:34:55,signup_bonus,12.77,yuvrajkata321@okhdfcbank,train
CLM0010298,ACC008638,2026-07-31 00:01:04,referral_bonus,20.28,devika89125@okaxis,train
CLM0010299,ACC008638,2026-07-11 09:44:10,reload_offer,193.9,devika89125@okaxis,train
CLM0010300,ACC008638,2026-07-06 08:39:36,cashback_offer,10.15,devika89125@okaxis,train
CLM0010301,ACC008638,2026-07-24 08:54:03,cashback_offer,47.66,devika89125@okaxis,train
CLM0010302,ACC008638,2026-07-27 13:08:46,cashback_offer,149.0,devika89125@okaxis,train
CLM0010303,ACC008638,2026-07-19 13:24:34,referral_bonus,11.9,devika89125@okaxis,train
CLM0010304,ACC008639,2026-01-06 11:24:14,referral_bonus,74.88,ubikapall448@okicici,train
CLM0010305,ACC008640,2026-02-22 18:14:28,cashback_offer,382.2,bhargavalajita356@okaxis,train
CLM0010306,ACC008642,2026-11-10 13:34:27,reload_offer,15.75,rushilpillay53@okhdfcbank,test
CLM0010307,ACC008643,2026-05-14 09:34:15,referral_bonus,11.9,hitesh84219@ybl,train
CLM0010308,ACC008643,2026-05-03 04:09:08,cashback_offer,37.78,hitesh84219@ybl,train
CLM0010309,ACC008643,2026-04-21 03:09:13,signup_bonus,37.78,hitesh84219@ybl,train
CLM0010310,ACC008644,2026-09-09 01:59:53,cashback_offer,17.5,balajackson249@okicici,train
CLM0010311,ACC008644,2026-09-19 03:20:28,cashback_offer,7.0,balajackson249@okicici,train
CLM0010312,ACC008644,2026-09-19 15:11:30,reload_offer,17.15,balajackson249@okicici,train
CLM0010313,ACC008646,2026-09-24 07:58:33,referral_bonus,20.28,swamygaurangi782@oksbi,train
CLM0010314,ACC008646,2026-09-08 17:05:17,cashback_offer,72.1,swamygaurangi782@oksbi,train
CLM0010315,ACC008648,2026-07-05 00:30:35,signup_bonus,37.78,dorarajata348@okicici,train
CLM0010316,ACC008649,2026-12-16 10:31:36,signup_bonus,232.4,hemangini15498@ybl,test
CLM0010317,ACC008651,2026-07-09 20:18:45,reload_offer,20.65,ibora349@okicici,train
CLM0010318,ACC008651,2026-05-29 19:15:42,reload_offer,9.08,ibora349@okicici,train
CLM0010319,ACC008651,2026-06-11 17:32:22,cashback_offer,10.15,ibora349@okicici,train
CLM0010320,ACC008652,2026-07-25 17:49:03,signup_bonus,7.0,tbaria295@oksbi,train
CLM0010321,ACC008653,2026-08-18 10:48:45,reload_offer,38.5,dakshhanda970@ybl,train
CLM0010322,ACC008653,2026-08-02 22:52:35,reload_offer,79.1,dakshhanda970@ybl,train
CLM0010323,ACC008653,2026-08-24 19:12:05,cashback_offer,52.15,dakshhanda970@ybl,train
CLM0010324,ACC008654,2026-12-23 22:44:44,reload_offer,20.28,aarini46794@okicici,test
CLM0010325,ACC008654,2026-12-18 13:11:06,cashback_offer,56.17,aarini46794@okicici,test
CLM0010326,ACC008654,2026-12-10 22:13:39,referral_bonus,15.38,aarini46794@okicici,test
CLM0010327,ACC008655,2026-07-03 20:45:55,cashback_offer,62.98,yashodharatandon124@okaxis,train
CLM0010328,ACC008656,2026-09-23 17:22:09,cashback_offer,19.58,ysharaf435@okaxis,train
CLM0010329,ACC008656,2026-08-21 08:39:48,signup_bonus,55.98,ysharaf435@okaxis,train
CLM0010330,ACC008657,2026-12-04 11:39:46,signup_bonus,15.38,cchokshi392@oksbi,test
CLM0010331,ACC008657,2026-12-11 18:59:43,cashback_offer,17.5,cchokshi392@oksbi,test
CLM0010332,ACC008658,2026-05-20 21:50:29,referral_bonus,11.9,aarushpathak878@oksbi,train
CLM0010333,ACC008658,2026-06-02 15:45:07,referral_bonus,31.29,aarushpathak878@oksbi,train
CLM0010334,ACC008660,2026-04-15 07:34:41,reload_offer,41.31,atalwar274@ybl,train
CLM0010335,ACC008660,2026-03-03 20:09:15,referral_bonus,8.4,atalwar274@ybl,train
CLM0010336,ACC008660,2026-04-14 05:07:28,referral_bonus,10.15,atalwar274@ybl,train
CLM0010337,ACC008660,2026-04-15 10:19:40,reload_offer,20.65,atalwar274@ybl,train
CLM0010338,ACC008661,2026-05-11 15:41:02,cashback_offer,38.67,farasdutta802@okhdfcbank,train
CLM0010339,ACC008661,2026-05-18 09:27:03,cashback_offer,102.03,farasdutta802@okhdfcbank,train
CLM0010340,ACC008662,2026-09-09 15:03:43,cashback_offer,37.78,wazir46690@paytm,train
CLM0010341,ACC008665,2026-05-10 18:27:52,referral_bonus,11.55,praja663@okicici,train
CLM0010342,ACC008665,2026-06-09 03:20:01,signup_bonus,153.82,praja663@okicici,train
CLM0010343,ACC008665,2026-06-18 00:13:45,reload_offer,4.4,praja663@okicici,train
CLM0010344,ACC008665,2026-05-26 17:25:59,reload_offer,544.06,praja663@okicici,train
CLM0010345,ACC008666,2026-12-09 20:39:27,signup_bonus,16.78,michaelsathe721@okaxis,test
CLM0010346,ACC008668,2026-06-15 05:42:11,referral_bonus,8.37,uprabhakar891@oksbi,train
CLM0010347,ACC008669,2026-02-28 14:01:20,referral_bonus,17.5,swamydamyanti197@paytm,train
CLM0010348,ACC008669,2026-03-09 20:57:57,signup_bonus,7.19,swamydamyanti197@paytm,train
CLM0010349,ACC008669,2026-02-24 05:36:51,signup_bonus,73.48,swamydamyanti197@paytm,train
CLM0010350,ACC008671,2026-07-21 05:32:29,referral_bonus,73.48,muttiwaida552@okicici,train
CLM0010351,ACC008671,2026-08-08 13:05:02,signup_bonus,37.78,muttiwaida552@okicici,train
CLM0010352,ACC008675,2026-07-25 20:31:00,referral_bonus,20.65,cbala556@okhdfcbank,train
CLM0010353,ACC008677,2026-07-02 02:19:30,referral_bonus,37.78,jagvi76844@paytm,train
CLM0010354,ACC008678,2026-07-22 14:17:04,cashback_offer,9.08,bhavanikuruvilla614@oksbi,train
CLM0010355,ACC008679,2026-08-23 14:34:09,signup_bonus,9.08,qasim03229@oksbi,train
CLM0010356,ACC008680,2026-03-13 09:04:16,signup_bonus,13.64,maanav52959@oksbi,train
CLM0010357,ACC008680,2026-02-25 16:35:05,cashback_offer,20.28,maanav52959@oksbi,train
CLM0010358,ACC008682,2026-03-30 08:02:37,cashback_offer,37.97,pranav82994@okicici,train
CLM0010359,ACC008685,2026-09-25 13:45:15,reload_offer,17.5,ramaeshana83@okhdfcbank,train
CLM0010360,ACC008686,2026-08-12 12:00:24,signup_bonus,39.53,tbhardwaj102@okicici,train
CLM0010361,ACC008688,2026-06-04 12:07:11,signup_bonus,22.92,janakisama361@okaxis,train
CLM0010362,ACC008689,2026-10-01 00:56:08,referral_bonus,59.85,aanne456@okaxis,test
CLM0010363,ACC008690,2026-04-17 21:03:25,reload_offer,37.78,ethanpuri770@okaxis,train
CLM0010364,ACC008691,2026-08-28 14:38:18,reload_offer,73.48,bainswyatt447@okicici,train
CLM0010365,ACC008693,2026-01-27 01:33:35,signup_bonus,71.74,aashi08531@paytm,train
CLM0010366,ACC008693,2026-02-02 05:35:28,signup_bonus,17.5,aashi08531@paytm,train
CLM0010367,ACC008694,2026-03-29 21:40:59,cashback_offer,40.95,nkarpe141@okaxis,train
CLM0010368,ACC008694,2026-03-21 15:06:05,signup_bonus,37.78,nkarpe141@okaxis,train
CLM0010369,ACC008696,2026-11-26 17:32:04,cashback_offer,35.0,ishanvi98128@okicici,test
CLM0010370,ACC008696,2026-11-26 22:39:33,referral_bonus,123.96,ishanvi98128@okicici,test
CLM0010371,ACC008698,2026-11-27 08:17:53,cashback_offer,20.28,gsingh297@ybl,test
CLM0010372,ACC008699,2026-06-16 13:35:56,reload_offer,16.78,emody870@okicici,train
CLM0010373,ACC008699,2026-07-03 15:36:34,signup_bonus,5.25,emody870@okicici,train
CLM0010374,ACC008701,2026-08-04 13:59:18,signup_bonus,73.48,sarinanjali804@okhdfcbank,train
CLM0010375,ACC008701,2026-09-20 12:20:15,referral_bonus,11.9,sarinanjali804@okhdfcbank,train
CLM0010376,ACC008701,2026-09-18 10:27:35,signup_bonus,40.95,sarinanjali804@okhdfcbank,train
CLM0010377,ACC008703,2026-12-11 11:53:48,signup_bonus,79.1,baralkrishna706@oksbi,test
CLM0010378,ACC008703,2026-12-24 13:31:05,cashback_offer,35.0,baralkrishna706@oksbi,test
CLM0010379,ACC008705,2026-10-04 14:50:40,referral_bonus,31.89,nirja45576@oksbi,test
CLM0010380,ACC008706,2026-10-09 12:38:49,cashback_offer,40.95,ekant252@okhdfcbank,test
CLM0010381,ACC008707,2026-02-02 11:36:55,cashback_offer,20.28,ssankar163@okhdfcbank,train
CLM0010382,ACC008707,2026-03-25 00:58:34,referral_bonus,19.07,ssankar163@okhdfcbank,train
CLM0010383,ACC008708,2026-01-21 21:03:41,signup_bonus,35.0,gauri06619@okaxis,train
CLM0010384,ACC008709,2026-11-12 23:29:17,reload_offer,34.28,balirachita505@okicici,test
CLM0010385,ACC008709,2026-11-12 09:30:10,cashback_offer,40.95,balirachita505@okicici,test
CLM0010386,ACC008711,2026-06-13 03:38:53,reload_offer,37.78,auroradhriti585@paytm,train
CLM0010387,ACC008711,2026-07-05 04:13:08,referral_bonus,8.75,auroradhriti585@paytm,train
CLM0010388,ACC008711,2026-06-17 17:06:26,signup_bonus,35.0,auroradhriti585@paytm,train
CLM0010389,ACC008711,2026-07-15 08:01:39,signup_bonus,14.0,auroradhriti585@paytm,train
CLM0010390,ACC008711,2026-07-31 12:12:53,reload_offer,38.67,auroradhriti585@paytm,train
CLM0010391,ACC008713,2026-08-25 06:12:40,cashback_offer,35.0,upmapradhan245@oksbi,train
CLM0010392,ACC008715,2026-11-02 14:59:52,referral_bonus,11.9,xkhalsa686@okaxis,test
CLM0010393,ACC008715,2026-11-16 20:39:02,referral_bonus,49.35,xkhalsa686@okaxis,test
CLM0010394,ACC008715,2026-12-22 05:44:17,referral_bonus,37.1,xkhalsa686@okaxis,test
CLM0010395,ACC008715,2026-11-22 09:55:00,signup_bonus,8.12,xkhalsa686@okaxis,test
CLM0010396,ACC008719,2026-09-14 15:01:03,reload_offer,29.75,rajaumang383@okicici,train
CLM0010397,ACC008720,2026-10-14 16:57:03,reload_offer,9.24,wdugar442@ybl,test
CLM0010398,ACC008721,2026-12-22 00:37:15,referral_bonus,26.25,abdulcheema51@okicici,test
CLM0010399,ACC008721,2026-11-23 15:33:05,signup_bonus,37.78,abdulcheema51@okicici,test
CLM0010400,ACC008722,2026-02-21 23:27:45,referral_bonus,52.48,gabaanjali979@okaxis,train
CLM0010401,ACC008723,2026-08-09 16:33:46,referral_bonus,37.78,ekta079@paytm,train
CLM0010402,ACC008723,2026-07-22 13:56:22,reload_offer,58.1,ekta079@paytm,train
CLM0010403,ACC008723,2026-07-14 05:12:02,reload_offer,303.43,ekta079@paytm,train
CLM0010404,ACC008724,2026-08-02 12:57:13,reload_offer,105.0,pdalia469@oksbi,train
CLM0010405,ACC008725,2026-05-16 09:57:04,cashback_offer,9.1,umang97409@okaxis,train
CLM0010406,ACC008726,2026-02-20 23:28:47,cashback_offer,19.07,bthaman330@okicici,train
CLM0010407,ACC008726,2026-01-26 07:51:05,referral_bonus,282.78,bthaman330@okicici,train
CLM0010408,ACC008726,2026-02-05 02:17:44,signup_bonus,127.73,bthaman330@okicici,train
CLM0010409,ACC008726,2026-02-08 08:50:10,signup_bonus,12.58,bthaman330@okicici,train
CLM0010410,ACC008726,2026-02-16 08:03:38,reload_offer,17.15,bthaman330@okicici,train
CLM0010411,ACC008727,2026-12-24 21:05:18,referral_bonus,40.95,xalaknayar610@ybl,test
CLM0010412,ACC008730,2026-06-25 11:02:19,cashback_offer,98.0,bhatiachandresh990@ybl,train
CLM0010413,ACC008731,2026-03-08 20:26:21,referral_bonus,17.5,dbehl194@paytm,train
CLM0010414,ACC008732,2026-05-31 16:12:41,reload_offer,13.65,warriormohini851@paytm,train
CLM0010415,ACC008732,2026-06-13 12:18:12,reload_offer,30.45,warriormohini851@paytm,train
CLM0010416,ACC008732,2026-05-01 17:46:16,cashback_offer,30.45,warriormohini851@paytm,train
CLM0010417,ACC008733,2026-09-11 06:18:11,cashback_offer,14.68,jagdishdash311@okhdfcbank,train
CLM0010418,ACC008733,2026-09-18 08:51:01,signup_bonus,17.15,jagdishdash311@okhdfcbank,train
CLM0010419,ACC008734,2026-04-22 22:39:13,referral_bonus,10.15,bakhshide467@oksbi,train
CLM0010420,ACC008734,2026-03-22 16:58:04,referral_bonus,183.73,bakhshide467@oksbi,train
CLM0010421,ACC008734,2026-03-05 00:26:35,cashback_offer,13.65,bakhshide467@oksbi,train
CLM0010422,ACC008735,2026-12-03 22:38:39,signup_bonus,10.15,fariqdeshpande303@ybl,test
CLM0010423,ACC008736,2026-02-09 08:47:15,reload_offer,10.83,pallwahab485@ybl,train
CLM0010424,ACC008736,2026-01-23 07:24:36,referral_bonus,15.57,pallwahab485@ybl,train
CLM0010425,ACC008736,2026-02-23 15:02:05,referral_bonus,16.43,pallwahab485@ybl,train
CLM0010426,ACC008738,2026-05-11 18:40:07,reload_offer,17.85,harivyanjana224@okicici,train
CLM0010427,ACC008738,2026-03-19 20:22:37,cashback_offer,43.75,harivyanjana224@okicici,train
CLM0010428,ACC008738,2026-03-24 07:23:00,signup_bonus,73.48,harivyanjana224@okicici,train
CLM0010429,ACC008738,2026-04-19 00:46:20,signup_bonus,37.97,harivyanjana224@okicici,train
CLM0010430,ACC008739,2026-09-07 16:49:33,referral_bonus,13.64,mbhakta977@ybl,train
CLM0010431,ACC008739,2026-08-02 06:28:43,reload_offer,6.89,mbhakta977@ybl,train
CLM0010432,ACC008740,2026-11-21 05:16:09,cashback_offer,15.43,anagy862@ybl,test
CLM0010433,ACC008740,2026-10-08 06:24:32,signup_bonus,40.95,anagy862@ybl,test
CLM0010434,ACC008741,2026-12-26 22:48:20,referral_bonus,14.53,bhardwajyagnesh729@okhdfcbank,test
CLM0010435,ACC008744,2026-05-12 20:58:26,cashback_offer,87.5,lopa16658@okaxis,train
CLM0010436,ACC008744,2026-06-25 05:22:18,cashback_offer,35.0,lopa16658@okaxis,train
CLM0010437,ACC008744,2026-05-21 16:01:22,referral_bonus,19.07,lopa16658@okaxis,train
CLM0010438,ACC008744,2026-05-19 12:38:50,referral_bonus,26.95,lopa16658@okaxis,train
CLM0010439,ACC008746,2026-12-29 02:06:52,reload_offer,38.13,khoslabishakha524@okicici,test
CLM0010440,ACC008748,2026-09-30 10:35:01,signup_bonus,15.75,ayushman92764@okhdfcbank,train
CLM0010441,ACC008748,2026-08-31 09:52:15,cashback_offer,10.83,ayushman92764@okhdfcbank,train
CLM0010442,ACC008749,2026-04-14 20:04:59,reload_offer,9.79,ahujanicholas382@okicici,train
CLM0010443,ACC008749,2026-04-09 13:14:02,cashback_offer,40.95,ahujanicholas382@okicici,train
CLM0010444,ACC008749,2026-05-06 09:45:31,signup_bonus,10.5,ahujanicholas382@okicici,train
CLM0010445,ACC008749,2026-05-18 08:51:43,reload_offer,17.5,ahujanicholas382@okicici,train
CLM0010446,ACC008750,2026-11-08 05:43:14,reload_offer,12.77,sarthaksabharwal481@ybl,test
CLM0010447,ACC008750,2026-10-28 05:06:41,reload_offer,12.23,sarthaksabharwal481@ybl,test
CLM0010448,ACC008750,2026-11-07 09:37:19,referral_bonus,36.38,sarthaksabharwal481@ybl,test
CLM0010449,ACC008750,2026-11-03 23:58:31,referral_bonus,12.58,sarthaksabharwal481@ybl,test
CLM0010450,ACC008752,2026-06-13 21:29:22,signup_bonus,56.17,tkothari9@okaxis,train
CLM0010451,ACC008752,2026-06-02 06:22:33,referral_bonus,37.78,tkothari9@okaxis,train
CLM0010452,ACC008753,2026-08-22 18:00:23,signup_bonus,16.31,banerjeetanveer126@oksbi,train
CLM0010453,ACC008753,2026-08-28 17:45:51,referral_bonus,63.33,banerjeetanveer126@oksbi,train
CLM0010454,ACC008755,2026-11-30 16:10:25,signup_bonus,73.48,aryadaksha55@ybl,test
CLM0010455,ACC008755,2026-12-08 03:01:13,cashback_offer,17.15,aryadaksha55@ybl,test
CLM0010456,ACC008756,2026-12-05 23:56:13,signup_bonus,37.78,yshetty983@oksbi,test
CLM0010457,ACC008757,2026-08-03 04:22:52,reload_offer,11.63,kuruvillajack372@okaxis,train
CLM0010458,ACC008759,2026-10-21 07:27:17,cashback_offer,7.32,girik12222@oksbi,test
CLM0010459,ACC008761,2026-12-24 22:53:24,cashback_offer,8.75,janyabhat633@oksbi,test
CLM0010460,ACC008762,2026-07-14 15:24:23,cashback_offer,37.78,yashsabharwal544@oksbi,train
CLM0010461,ACC008763,2026-11-10 03:26:09,signup_bonus,16.78,parikhomisha753@okaxis,test
CLM0010462,ACC008763,2026-11-07 03:50:51,reload_offer,40.95,parikhomisha753@okaxis,test
CLM0010463,ACC008770,2026-04-06 06:07:22,referral_bonus,13.65,vanya37967@okicici,train
CLM0010464,ACC008770,2026-03-30 15:13:40,reload_offer,6.41,vanya37967@okicici,train
CLM0010465,ACC008771,2026-04-27 20:46:51,signup_bonus,7.0,ekantaprakash1@paytm,train
CLM0010466,ACC008771,2026-05-28 06:49:23,signup_bonus,12.58,ekantaprakash1@paytm,train
CLM0010467,ACC008771,2026-04-25 00:03:49,signup_bonus,20.65,ekantaprakash1@paytm,train
CLM0010468,ACC008771,2026-05-30 17:16:16,reload_offer,40.95,ekantaprakash1@paytm,train
CLM0010469,ACC008771,2026-05-23 23:08:18,referral_bonus,7.68,ekantaprakash1@paytm,train
CLM0010470,ACC008772,2026-05-08 06:40:42,reload_offer,20.65,dlata959@oksbi,train
CLM0010471,ACC008772,2026-05-15 02:01:13,reload_offer,10.83,dlata959@oksbi,train
CLM0010472,ACC008772,2026-05-04 17:33:22,signup_bonus,40.95,dlata959@oksbi,train
CLM0010473,ACC008774,2026-08-23 19:54:31,signup_bonus,2.37,qabil47176@ybl,train
CLM0010474,ACC008775,2026-04-23 14:47:34,signup_bonus,23.78,lhayre348@oksbi,train
CLM0010475,ACC008776,2026-12-21 09:23:24,referral_bonus,37.78,yochana25686@ybl,test
CLM0010476,ACC008777,2026-11-12 18:26:30,signup_bonus,7.0,tmanne282@okaxis,test
CLM0010477,ACC008782,2026-06-10 16:10:30,signup_bonus,12.58,qdutta882@ybl,train
CLM0010478,ACC008782,2026-05-05 21:34:27,reload_offer,67.55,qdutta882@ybl,train
CLM0010479,ACC008783,2026-08-19 00:07:46,signup_bonus,24.32,daniadya718@okicici,train
CLM0010480,ACC008783,2026-08-12 23:00:16,referral_bonus,23.24,daniadya718@okicici,train
CLM0010481,ACC008783,2026-08-26 11:27:30,cashback_offer,20.65,daniadya718@okicici,train
CLM0010482,ACC008783,2026-07-18 17:42:48,reload_offer,140.0,daniadya718@okicici,train
CLM0010483,ACC008785,2026-12-14 23:49:15,cashback_offer,11.9,umitter56@ybl,test
CLM0010484,ACC008787,2026-04-20 23:15:07,referral_bonus,20.65,farhan53175@ybl,train
CLM0010485,ACC008789,2026-09-01 00:44:09,reload_offer,20.65,talwarisaiah524@paytm,train
CLM0010486,ACC008790,2026-07-05 16:44:03,signup_bonus,32.2,atwalwriddhish359@ybl,train
CLM0010487,ACC008791,2026-05-05 19:05:58,referral_bonus,10.15,qvohra325@okhdfcbank,train
CLM0010488,ACC008791,2026-06-12 14:32:51,reload_offer,19.25,qvohra325@okhdfcbank,train
CLM0010489,ACC008792,2026-10-12 12:08:27,reload_offer,2.95,senbenjamin243@paytm,test
CLM0010490,ACC008793,2026-06-28 07:24:58,cashback_offer,44.1,madanviraj436@paytm,train
CLM0010491,ACC008794,2026-07-03 09:33:58,signup_bonus,17.5,desaimadhav43@oksbi,train
CLM0010492,ACC008794,2026-07-13 11:55:42,cashback_offer,105.0,desaimadhav43@oksbi,train
CLM0010493,ACC008794,2026-08-01 10:53:17,reload_offer,12.58,desaimadhav43@oksbi,train
CLM0010494,ACC008794,2026-08-13 04:29:27,cashback_offer,37.78,desaimadhav43@oksbi,train
CLM0010495,ACC008794,2026-08-10 15:06:48,reload_offer,12.58,desaimadhav43@oksbi,train
CLM0010496,ACC008796,2026-03-18 05:28:12,referral_bonus,179.18,srinivasabhimanyu101@okaxis,train
CLM0010497,ACC008796,2026-03-30 09:51:02,referral_bonus,10.15,srinivasabhimanyu101@okaxis,train
CLM0010498,ACC008797,2026-04-04 14:14:19,reload_offer,28.06,pdutta367@okicici,train
CLM0010499,ACC008799,2026-06-13 22:34:43,signup_bonus,17.5,buchdalaja189@okaxis,train
CLM0010500,ACC008799,2026-07-29 03:36:44,referral_bonus,175.0,buchdalaja189@okaxis,train
CLM0010501,ACC008799,2026-07-19 10:38:57,cashback_offer,20.28,buchdalaja189@okaxis,train
CLM0010502,ACC008801,2026-07-07 04:30:20,referral_bonus,35.0,ybadami57@oksbi,train
CLM0010503,ACC008801,2026-06-08 10:25:08,cashback_offer,56.35,ybadami57@oksbi,train
CLM0010504,ACC008801,2026-06-06 04:30:06,reload_offer,20.65,ybadami57@oksbi,train
CLM0010505,ACC008801,2026-07-16 08:31:51,cashback_offer,253.4,ybadami57@oksbi,train
CLM0010506,ACC008801,2026-07-06 08:31:51,referral_bonus,13.65,ybadami57@oksbi,train
CLM0010507,ACC008802,2026-03-03 19:40:09,cashback_offer,16.78,vyanjana89682@paytm,train
CLM0010508,ACC008802,2026-03-17 02:59:07,reload_offer,10.32,vyanjana89682@paytm,train
CLM0010509,ACC008802,2026-02-28 01:34:32,signup_bonus,40.25,vyanjana89682@paytm,train
CLM0010510,ACC008802,2026-02-27 23:13:15,referral_bonus,37.78,vyanjana89682@paytm,train
CLM0010511,ACC008802,2026-02-21 08:19:32,signup_bonus,155.75,vyanjana89682@paytm,train
CLM0010512,ACC008803,2026-02-11 04:58:41,referral_bonus,6.34,ekapadhora186@okaxis,train
CLM0010513,ACC008803,2026-03-31 07:38:32,referral_bonus,52.48,ekapadhora186@okaxis,train
CLM0010514,ACC008803,2026-03-01 10:07:32,referral_bonus,5.58,ekapadhora186@okaxis,train
CLM0010515,ACC008804,2026-12-22 04:41:38,cashback_offer,17.5,aadhya83679@paytm,test
CLM0010516,ACC008808,2026-03-23 22:24:46,reload_offer,10.5,perifrado938@okicici,train
CLM0010517,ACC008808,2026-04-08 05:26:50,cashback_offer,7.33,perifrado938@okicici,train
CLM0010518,ACC008809,2026-04-16 22:36:39,signup_bonus,16.78,anusha06724@okhdfcbank,train
CLM0010519,ACC008809,2026-05-04 02:14:47,reload_offer,14.0,anusha06724@okhdfcbank,train
CLM0010520,ACC008810,2026-02-25 23:49:32,cashback_offer,16.78,yghosh852@paytm,train
CLM0010521,ACC008810,2026-03-16 21:30:29,signup_bonus,17.15,yghosh852@paytm,train
CLM0010522,ACC008813,2026-10-03 16:43:31,referral_bonus,37.78,lvirk554@paytm,test
CLM0010523,ACC008813,2026-10-23 23:57:37,signup_bonus,10.83,lvirk554@paytm,test
CLM0010524,ACC008814,2026-07-20 06:27:09,cashback_offer,40.95,sehgalurishilla940@okhdfcbank,train
CLM0010525,ACC008814,2026-08-29 07:54:36,referral_bonus,16.78,sehgalurishilla940@okhdfcbank,train
CLM0010526,ACC008815,2026-04-25 10:27:19,reload_offer,20.65,prasadupma230@paytm,train
CLM0010527,ACC008817,2026-01-28 12:33:20,referral_bonus,117.25,yahvisanghvi854@ybl,train
CLM0010528,ACC008821,2026-02-11 03:03:58,signup_bonus,17.15,qasim61788@okaxis,train
CLM0010529,ACC008821,2026-02-28 17:30:21,referral_bonus,309.4,qasim61788@okaxis,train
CLM0010530,ACC008821,2026-02-02 22:16:23,reload_offer,16.08,qasim61788@okaxis,train
CLM0010531,ACC008822,2026-02-02 16:22:56,signup_bonus,15.57,megha38963@okaxis,train
CLM0010532,ACC008823,2026-01-26 23:27:46,signup_bonus,16.78,nayaramruta769@paytm,train
CLM0010533,ACC008823,2026-03-04 21:05:50,cashback_offer,17.5,nayaramruta769@paytm,train
CLM0010534,ACC008823,2026-01-18 07:28:55,signup_bonus,17.15,nayaramruta769@paytm,train
CLM0010535,ACC008823,2026-02-24 21:28:05,cashback_offer,55.98,nayaramruta769@paytm,train
CLM0010536,ACC008826,2026-02-27 08:48:33,reload_offer,10.15,tanvimody879@ybl,train
CLM0010537,ACC008828,2026-04-21 14:07:53,referral_bonus,17.5,farasprakash266@okhdfcbank,train
CLM0010538,ACC008829,2026-07-07 13:40:49,reload_offer,70.68,gautam91916@okicici,train
CLM0010539,ACC008832,2026-09-26 14:32:41,referral_bonus,29.73,alkadhaliwal274@ybl,train
CLM0010540,ACC008833,2026-02-18 05:52:46,referral_bonus,10.15,lkarnik959@oksbi,train
CLM0010541,ACC008833,2026-02-12 01:03:40,cashback_offer,20.65,lkarnik959@oksbi,train
CLM0010542,ACC008833,2026-03-23 18:40:22,cashback_offer,40.95,lkarnik959@oksbi,train
CLM0010543,ACC008834,2026-12-27 10:27:15,reload_offer,22.92,prasadakshay291@paytm,test
CLM0010544,ACC008834,2026-12-07 09:16:45,cashback_offer,37.45,prasadakshay291@paytm,test
CLM0010545,ACC008834,2026-11-27 00:40:17,cashback_offer,8.75,prasadakshay291@paytm,test
CLM0010546,ACC008836,2026-10-23 10:51:01,reload_offer,2.54,granganathan730@ybl,test
CLM0010547,ACC008837,2026-06-18 21:27:20,referral_bonus,40.95,upkaariyengar737@okicici,train
CLM0010548,ACC008837,2026-07-18 02:29:48,signup_bonus,43.75,upkaariyengar737@okicici,train
CLM0010549,ACC008837,2026-07-31 18:50:55,cashback_offer,4.0,upkaariyengar737@okicici,train
CLM0010550,ACC008837,2026-06-21 00:03:26,reload_offer,8.67,upkaariyengar737@okicici,train
CLM0010551,ACC008837,2026-07-29 01:53:14,reload_offer,51.1,upkaariyengar737@okicici,train
CLM0010552,ACC008838,2026-08-28 18:21:34,reload_offer,1.57,wishi6931@okaxis,train
CLM0010553,ACC008838,2026-09-06 13:33:52,cashback_offer,70.0,wishi6931@okaxis,train
CLM0010554,ACC008838,2026-10-16 22:35:21,cashback_offer,6.98,wishi6931@okaxis,test
CLM0010555,ACC008838,2026-08-24 05:37:20,reload_offer,16.78,wishi6931@okaxis,train
CLM0010556,ACC008839,2026-09-17 01:15:11,cashback_offer,17.15,miteshkeer664@ybl,train
CLM0010557,ACC008840,2026-05-26 04:37:54,cashback_offer,10.5,pbhattacharyya640@okhdfcbank,train
CLM0010558,ACC008841,2026-09-19 22:37:21,signup_bonus,40.95,khannawarinder659@paytm,train
CLM0010559,ACC008841,2026-10-08 04:06:56,cashback_offer,64.73,khannawarinder659@paytm,test
CLM0010560,ACC008841,2026-09-26 20:57:30,cashback_offer,19.07,khannawarinder659@paytm,train
CLM0010561,ACC008843,2026-09-01 18:40:18,reload_offer,6.15,qissac639@okicici,train
CLM0010562,ACC008843,2026-08-04 23:54:08,signup_bonus,20.65,qissac639@okicici,train
CLM0010563,ACC008844,2026-02-25 04:09:45,signup_bonus,10.15,bariaraksha353@okaxis,train
CLM0010564,ACC008846,2026-07-31 19:01:48,referral_bonus,8.75,pdhillon697@okicici,train
